id,name,belongs_to,main_category,created_at,updated_at,url,국민신문고 통합여부 1:미통합 2:통합,number_of_minwon,latest_minwon_date,조사시간,비고
71,부평구,인천광역시,기초자치단체,55:22.0,00:55.0,http://eminwon.icbp.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,18291,2020.7.1,2020-07-01 11:23:10.236264,
72,계양구,인천광역시,기초자치단체,55:22.0,00:55.0,http://eminwon.gyeyang.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,4906,2020.7.1,2020-07-01 11:23:14.333952,
73,서구,인천광역시,기초자치단체,55:22.0,00:55.0,http://eminwon.seo.incheon.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,14484,2020.7.1,2020-07-01 11:23:22.186471,
74,강화군,인천광역시,기초자치단체,55:22.0,00:55.0,http://eminwon.ganghwa.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,491,2020.7.1,2020-07-01 11:23:26.131207,
75,옹진군,인천광역시,기초자치단체,55:22.0,00:55.0,http://eminwon.ongjin.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,497,2017.5.22,2020-07-01 11:23:30.343379,
76,동구,광주광역시,기초자치단체,55:22.0,00:55.0,http://eminwon.donggu.gwangju.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,471,2020.6.27,2020-07-01 11:23:35.378952,
77,서구,광주광역시,기초자치단체,55:22.0,00:55.0,http://eminwon.seogu.gwangju.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,3735,2020.6.30,2020-07-01 11:23:40.069804,
78,남구,광주광역시,기초자치단체,55:22.0,00:55.0,http://eminwon.namgu.gwangju.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,1171,2016.12.2,2020-07-01 11:23:44.118179,
79,북구,광주광역시,기초자치단체,55:22.0,00:55.0,http://eminwon.bukgu.gwangju.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,2656,2020.6.29,2020-07-01 11:23:55.332776,
80,광산구,광주광역시,기초자치단체,55:22.0,00:55.0,http://eminwon.gwangsan.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,2616,2020.6.29,2020-07-01 11:24:00.885092,
81,동구,대전광역시,기초자치단체,55:22.0,00:55.0,http://eminwon.donggu.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,1922,2017.3.29,2020-07-01 11:24:04.325895,
82,중구,대전광역시,기초자치단체,55:23.0,00:55.0,http://eminwon.djjunggu.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,1854,2017.3.21,2020-07-01 11:24:08.244043,
83,서구,대전광역시,기초자치단체,55:23.0,00:55.0,http://eminwon.seogu.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,1014,2017.3.26,2020-07-01 11:24:11.846654,
84,유성구,대전광역시,기초자치단체,55:23.0,00:55.0,http://eminwon.yuseong.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,6734,2017.4.5,2020-07-01 11:24:16.207662,
85,대덕구,대전광역시,기초자치단체,55:23.0,00:55.0,http://eminwon.daedeok.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,184,2017.3.24,2020-07-01 11:24:20.529801,
86,중구,울산광역시,기초자치단체,55:23.0,00:55.0,http://eminwon.junggu.ulsan.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,2454,2018.1.30,2020-07-01 11:24:24.167159,
87,남구,울산광역시,기초자치단체,55:23.0,00:55.0,http://eminwon.ulsannamgu.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,7170,2017.4.10,2020-07-01 11:24:29.430374,
88,동구,울산광역시,기초자치단체,55:23.0,00:55.0,http://eminwon.donggu.ulsan.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,1171,2017.4.4,2020-07-01 11:24:32.702191,
89,북구,울산광역시,기초자치단체,55:23.0,00:55.0,http://eminwon.bukgu.ulsan.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,4807,2017.5.12,2020-07-01 11:24:36.484479,
90,울주군,울산광역시,기초자치단체,55:23.0,00:55.0,http://eminwon.ulju.ulsan.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,2242,2017.4.12,2020-07-01 11:24:39.832137,
91,수원시,경기도,기초자치단체,55:23.0,00:55.0,http://eminwon.suwon.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,2280,2020.7.1,2020-07-01 11:24:59.186173,
92,고양시,경기도,기초자치단체,55:23.0,00:55.0,http://eminwon.goyang.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,34315,2020.7.1,2020-07-01 11:25:12.480993,
93,성남시,경기도,기초자치단체,55:23.0,00:55.0,http://eminwon.seongnam.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,8214,2020.6.28,2020-07-01 11:25:17.768082,
94,용인시,경기도,기초자치단체,55:23.0,00:55.0,http://eminwon.yongin.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,42170,2017.9.22,2020-07-01 11:25:51.060044,
95,부천시,경기도,기초자치단체,55:23.0,00:55.0,http://eminwon.bucheon.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,3873,2020.4.17,2020-07-01 11:26:02.976423,
96,안산시,경기도,기초자치단체,55:23.0,00:55.0,https://eminwon.ansan.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,13462,2020.7.1,2020-07-01 11:26:11.867511,보안 연결 사용해야 다이렉트됨
97,남양주시,경기도,기초자치단체,55:23.0,00:55.0,http://eminwon.nyj.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,22826,2017.6.23,2020-07-01 11:26:22.881450,
98,안양시,경기도,기초자치단체,55:23.0,00:55.0,http://eminwon.anyang.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,17950,2017.12.1,2020-07-01 11:26:26.921579,
99,화성시,경기도,기초자치단체,55:23.0,00:55.0,http://eminwon.hscity.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,21564,2017.11.17,2020-07-01 11:26:32.453678,
100,평택시,경기도,기초자치단체,55:23.0,00:55.0,http://eminwon.pyeongtaek.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,15868,2020.7.1,2020-07-01 11:26:39.920742,
101,의정부시,경기도,기초자치단체,55:23.0,00:55.0,http://eminwon.ui4u.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,11253,2017.10.26,2020-07-01 11:26:43.226503,
102,시흥시,경기도,기초자치단체,55:23.0,00:55.0,http://eminwon.siheung.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,23094,2020.7.1,2020-07-01 11:26:50.658174,
103,파주시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.paju.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,34426,2017.7.5,2020-07-01 11:26:59.349204,
104,김포시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.gimpo.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,18314,2017.6.1,2020-07-01 11:27:03.302844,
105,광명시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.gm.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,338,2020.6.30,2020-07-01 11:27:07.759154,
106,광주시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.gjcity.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,16484,2017.7.16,2020-07-01 11:27:13.500536,
107,군포시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.gunpo.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,1519,2020.6.28,2020-07-01 11:27:17.820288,
108,오산시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.osan.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,9724,2017.9.5,2020-07-01 11:27:21.776517,
109,이천시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.icheon.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,5660,2017.7.5,2020-07-01 11:27:25.550817,
110,양주시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.yangju.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,5284,2019.3.3,2020-07-01 11:27:29.733652,
111,안성시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.anseong.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,8680,2020.6.30,2020-07-01 11:27:33.213319,
112,구리시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.guri.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,7656,2017.6.30,2020-07-01 11:27:36.822302,
113,포천시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.pcs21.net/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,3666,2017.12.28,2020-07-01 11:27:46.830474,
114,의왕시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.uiwang.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,5000,2020.6.30,2020-07-01 11:27:50.777759,
115,하남시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.hanam.gyeonggi.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,7042,2017.12.29,2020-07-01 11:27:55.334288,
116,여주시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.yeoju.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,3156,2018.10.23,2020-07-01 11:27:59.376211,
117,양평군,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.yp21.net/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,114,2017.11.1,2020-07-01 11:28:04.200709,
118,동두천시,경기도,기초자치단체,55:23.0,00:54.0,http://eminwon.ddc.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,2995,2017.6.23,2020-07-01 11:28:07.578883,
119,과천시,경기도,기초자치단체,55:24.0,00:54.0,http://eminwon.gccity.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,1161,2020.6.28,2020-07-01 11:28:11.946646,
120,가평군,경기도,기초자치단체,55:24.0,00:54.0,http://eminwon.gp.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,2633,2017.5.24,2020-07-01 11:28:16.246002,
121,연쳔군,경기도,기초자치단체,55:24.0,00:54.0,http://eminwon.yeoncheon.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,1,1960,2020.6.30,2020-07-01 11:28:19.828885,
122,춘천시,강원도,기초자치단체,55:24.0,00:54.0,http://eminwon.chuncheon.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,4153,2017.11.30,2020-07-01 11:28:29.777467,
123,원주시,강원도,기초자치단체,55:24.0,00:54.0,http://eminwon.wonju.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,8153,2017.4.14,2020-07-01 11:28:35.358280,
124,강릉시,강원도,기초자치단체,55:24.0,00:54.0,http://eminwon.gangneung.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,5149,2017.5.31,2020-07-01 11:28:42.393659,
125,동해시,강원도,기초자치단체,55:24.0,00:54.0,http://eminwon.dh.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,2190,2017.5.1,2020-07-01 11:28:52.084812,
126,태백시,강원도,기초자치단체,55:24.0,00:54.0,http://eminwon.taebaek.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,623,2017.5.18,2020-07-01 11:28:58.444028,
127,속초시,강원도,기초자치단체,55:24.0,00:54.0,http://eminwon.sokcho.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,289,2017.4.13,2020-07-01 11:30:37.823163,
128,삼척시,강원도,기초자치단체,55:24.0,00:54.0,http://eminwon.samcheok.go.kr/emwp/gov/mogaha/ntis/web/emwp/cns/action/EmwpCnslWebAction.do?method=selectCnslWebPage&menu_id=EMWPCnslWebInqL&jndinm=EmwpCnslWebEJB&methodnm=selectCnslWebPage&context=NTIS&bbs_se=301,2,1509,2017.4.9,2020-07-01 11:30:53.489692,
